custormer_id,age,tenure_months,monthly_charges,Total_charges,support_calls,churn
935,51,38,91,570,4,1
936,69,23,74,6461,2,1
937,55,45,28,2048,5,1
938,50,52,66,5124,4,1
939,41,50,34,3999,2,1
940,32,8,67,2110,5,1
941,47,1,101,3900,5,1
942,59,8,61,6875,7,1
943,68,29,79,7194,1,1
944,34,5,103,5101,0,1
945,22,47,89,6418,3,1
946,46,34,31,4218,6,1
947,21,65,21,3896,9,1
948,27,55,26,4088,2,1
949,34,43,99,334,2,1
950,27,30,22,7280,4,1
951,34,17,22,5320,4,1
952,37,26,46,1028,9,1
953,41,8,59,3707,2,1
954,22,47,52,622,8,1
955,51,46,111,6004,3,1
956,23,68,20,3623,2,0
957,70,33,27,4626,1,1
958,19,1,51,4988,9,1
959,30,19,67,1729,8,1
960,60,31,23,5932,3,1
961,60,14,113,4728,2,1
962,65,53,89,7222,6,1
963,28,48,38,5942,7,1
964,68,69,51,5871,1,1
965,64,62,28,1416,6,1
966,40,66,31,2957,4,1
967,33,64,30,5108,4,1
968,48,70,65,1224,2,1
969,28,63,35,5721,4,1
970,71,33,20,5523,1,1
971,33,41,82,7114,3,1
972,25,48,40,2687,5,1
973,21,13,49,1123,0,1
974,57,31,32,5772,9,1
975,21,68,53,1478,3,1
976,42,4,23,3474,5,1
977,20,19,47,1619,8,1
978,49,70,114,5877,1,1
979,20,13,78,6193,6,1
980,44,23,46,326,5,1
981,46,1,88,5455,1,1
982,49,54,44,5068,7,1
983,67,71,22,991,6,1
984,68,15,116,5674,4,1
985,36,65,87,4172,4,1
986,38,71,44,5232,6,1
987,22,15,39,2357,8,1
988,35,21,53,2888,8,1
989,45,19,45,496,8,1
990,59,60,24,5319,5,1
991,39,33,118,2178,9,1
992,38,49,80,7141,5,1
993,23,35,111,7795,2,1
994,18,44,112,4844,0,1
995,22,11,28,4524,6,1
996,58,66,69,3337,3,1
997,29,46,25,5678,0,1
998,43,9,102,3993,7,1
999,63,3,79,5147,5,1
1000,51,26,63,2105,5,1
